Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
ZFIN:ZDB-GENE-070117-512	NCBI_gene:100288687	0.03	0.02	0.178571428571	0.175	0.1375	0.12	0.332318734091	0.321432360743
ZFIN:ZDB-GENE-070117-510	NCBI_gene:6777	0.03	0.02	0.161290322581	0.151515151515	0.055	0.055	0.277873070326	0.248081841432
ZFIN:ZDB-GENE-070117-510	NCBI_gene:137682	0.03	0.02	0.1875	0.170212765957	0.11	0.11	0.267596390484	0.276737967914
ZFIN:ZDB-GENE-070117-463	NCBI_gene:6231	0.03	0.02	0.234375	0.222222222222	0.115	0.115	0.452153110048	0.391666666667
ZFIN:ZDB-GENE-070117-386	NCBI_gene:3035	0.03	0.02	0.215053763441	0.194444444444	0.095	0.095	0.334535834536	0.325
ZFIN:ZDB-GENE-070117-262	NCBI_gene:8425	0.03	0.02	0.277777777778	0.3125	0.1175	0.0875	0.449786324786	0.480811403509
ZFIN:ZDB-GENE-070117-262	NCBI_gene:57096	0.03	0.02	0.204780542354	0.238095238095	0.0925	0.0875	0.479534957796	0.479166666667
ZFIN:ZDB-GENE-070117-262	NCBI_gene:284058	0.03	0.02	0.227272727273	0.277777777778	0.0925	0.0875	0.507575757576	0.501225490196
ZFIN:ZDB-GENE-070117-262	NCBI_gene:100151683	0.03	0.02	0.203389830508	0.25	0.1175	0.1175	0.49025974026	0.485745614035
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:773	0.03	0.02	0.285714285714	0.285714285714	0.1075	0.1075	0.479846729847	0.444088319088
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:57704	0.03	0.02	0.284366576819	0.272727272727	0.1075	0.1075	0.455689916511	0.422202797203
ZFIN:ZDB-GENE-070117-2486	NCBI_gene:284058	0.03	0.02	0.263157894737	0.258064516129	0.1075	0.1075	0.420641229465	0.41
ZFIN:ZDB-GENE-070117-2414	NCBI_gene:8425	0.03	0.02	0.254237288136	0.259259259259	0.135	0.135	0.473095297963	0.504807692308
ZFIN:ZDB-GENE-070117-2414	NCBI_gene:6928	0.03	0.02	0.243243243243	0.238095238095	0.12	0.12	0.452384421134	0.444444444444
ZFIN:ZDB-GENE-070117-2414	NCBI_gene:3887	0.03	0.02	0.28125	0.269230769231	0.08	0.08	0.455614973262	0.453441295547
ZFIN:ZDB-GENE-070117-2414	NCBI_gene:151	0.03	0.02	0.285714285714	0.277777777778	0.08	0.08	0.607142857143	0.59
ZFIN:ZDB-GENE-070117-231	NCBI_gene:583	0.03	0.02	0.214329454991	0.25	0.085	0.08	0.454545454545	0.48547979798
ZFIN:ZDB-GENE-070117-231	NCBI_gene:26873	0.03	0.02	0.276363636364	0.292613636364	0.0675	0.065	0.385148656375	0.411018075492
ZFIN:ZDB-GENE-070117-2250	NCBI_gene:80222	0.03	0.02	0.272727272727	0.333333333333	0.105	0.09	0.591362229102	0.555555555556
ZFIN:ZDB-GENE-070117-2230	NCBI_gene:80222	0.03	0.02	0.208333333333	0.202941176471	0.0975	0.0925	0.291025520679	0.279927760578
ZFIN:ZDB-GENE-070117-2178	NCBI_gene:2483	0.03	0.02	0.208333333333	0.193714821764	0.085	0.085	0.497756700063	0.506702488688
ZFIN:ZDB-GENE-070117-2178	NCBI_gene:10847	0.03	0.02	0.202247191011	0.208333333333	0.1125	0.1025	0.592148940384	0.570942265795
ZFIN:ZDB-GENE-070117-213	NCBI_gene:5032	0.03	0.02	0.375	0.315789473684	0.0975	0.0975	0.688920454545	0.625
ZFIN:ZDB-GENE-070117-2115	NCBI_gene:10847	0.03	0.02	0.208333333333	0.2	0.1075	0.1075	0.471095162749	0.444197019137
ZFIN:ZDB-GENE-070117-2090	NCBI_gene:85358	0.03	0.02	0.238095238095	0.233333333333	0.1175	0.11	0.484539473684	0.469854469854
ZFIN:ZDB-GENE-070117-2090	NCBI_gene:6231	0.03	0.02	0.25	0.25	0.11	0.11	0.521671826625	0.5
ZFIN:ZDB-GENE-070117-2090	NCBI_gene:2483	0.03	0.02	0.238095238095	0.227272727273	0.1	0.1	0.442893682657	0.450666163901
ZFIN:ZDB-GENE-070117-2046	NCBI_gene:3035	0.03	0.02	0.189873417722	0.170731707317	0.1025	0.1025	0.32196969697	0.304761904762
ZFIN:ZDB-GENE-070117-2046	NCBI_gene:10002	0.03	0.02	0.178716608595	0.161726242371	0.1125	0.1025	0.338516147247	0.333333333333
ZFIN:ZDB-GENE-070117-2013	NCBI_gene:768206	0.03	0.02	0.238095238095	0.217391304348	0.0825	0.0825	0.52049568079	0.492424242424
ZFIN:ZDB-GENE-070117-2013	NCBI_gene:137814	0.03	0.02	0.190425531915	0.239047619048	0.105	0.1025	0.392857142857	0.401315789474
ZFIN:ZDB-GENE-070117-2013	NCBI_gene:10528	0.03	0.02	0.24	0.222222222222	0.08	0.08	0.502859477124	0.482026143791
ZFIN:ZDB-GENE-070117-1852	NCBI_gene:7503	0.03	0.02	0.1875	0.166666666667	0.045	0.04	0.208692528736	0.192708333333
ZFIN:ZDB-GENE-070117-1812	NCBI_gene:6201	0.03	0.02	0.184210526316	0.166666666667	0.065	0.06	0.30386996904	0.286458333333
ZFIN:ZDB-GENE-070117-180	NCBI_gene:407975	0.03	0.02	0.184242424242	0.263157894737	0.135	0.135	0.423295454545	0.483898601399
ZFIN:ZDB-GENE-070117-180	NCBI_gene:10847	0.03	0.02	0.222222222222	0.263157894737	0.085	0.08	0.471054888508	0.486590909091
ZFIN:ZDB-GENE-070117-180	NCBI_gene:100151683	0.03	0.02	0.196078431373	0.25	0.11	0.08	0.448593073593	0.48547979798
ZFIN:ZDB-GENE-070117-1794	NCBI_gene:6201	0.03	0.02	0.184210526316	0.166666666667	0.065	0.06	0.30386996904	0.286458333333
ZFIN:ZDB-GENE-070117-1579	NCBI_gene:23189	0.03	0.02	0.257142857143	0.25	0.0675	0.065	0.391884358076	0.378205128205
ZFIN:ZDB-GENE-070117-1579	NCBI_gene:100151683	0.03	0.02	0.221696396068	0.22967032967	0.135	0.12	0.582177033493	0.554558823529
