Gene1	Gene2	All Pairs MedianIC With Homology	All Pairs MedianIC Without Homology	 All Pairs MedianSimJ With Homology	 All Pairs MedianSimJ Without Homology 	 Best Pairs MedianIC With Homology	 Best Pairs MedianIC Without Homology	 Best Pairs MedianSimJ With Homology	 Best Pairs MedianSimJ Without Homology
MGI:4367903	ZFIN:ZDB-GENE-070117-2296	0.08	0.08	0.20202020202	0.173913043478	0.08	0.08	0.346072589382	0.287018255578
MGI:3817255	ZFIN:ZDB-GENE-040426-2281	0.08	0.08	0.125	0.206896551724	0.105	0.09	0.165725806452	0.206896551724
MGI:3812132	ZFIN:ZDB-GENE-070117-1387	0.08	0.08	0.271739130435	0.272727272727	0.1	0.095	0.289715719064	0.288537549407
MGI:3808176	ZFIN:ZDB-GENE-070117-2128	0.08	0.08	0.28078817734	0.25	0.08	0.08	0.317904704255	0.296442687747
MGI:3800671	ZFIN:ZDB-GENE-070117-2296	0.08	0.08	0.201931063123	0.223392461197	0.1075	0.1025	0.244579614792	0.244817258507
MGI:3800671	ZFIN:ZDB-GENE-070117-1286	0.08	0.08	0.213504769342	0.243830787309	0.08	0.08	0.244115022034	0.25705052879
MGI:3798839	ZFIN:ZDB-GENE-070117-716	0.08	0.08	0.189329268293	0.19375	0.0825	0.08	0.229204822955	0.219557416268
MGI:3798839	ZFIN:ZDB-GENE-070117-408	0.08	0.08	0.287663280116	0.244047619048	0.08	0.08	0.354074048347	0.32757505176
MGI:3798839	ZFIN:ZDB-GENE-070117-2069	0.08	0.08	0.289396757906	0.254032258065	0.0825	0.08	0.366287878788	0.34145021645
MGI:3798839	ZFIN:ZDB-GENE-070117-167	0.08	0.08	0.287663280116	0.244047619048	0.08	0.08	0.33621690549	0.309717908903
MGI:3798839	ZFIN:ZDB-GENE-070117-1286	0.08	0.08	0.274521774522	0.250653879686	0.09	0.09	0.292816442816	0.2681840827
MGI:3798839	ZFIN:ZDB-GENE-030131-2046	0.08	0.08	0.227192982456	0.216803760282	0.08	0.08	0.286131871476	0.261240206553
MGI:3687295	ZFIN:ZDB-GENE-131004-2	0.08	0.08	0.526315789474	0.4375	0.08	0.08	0.526315789474	0.4375
MGI:3687295	ZFIN:ZDB-GENE-070117-596	0.08	0.08	0.434782608696	0.411764705882	0.08	0.08	0.495169082126	0.439215686275
MGI:3687295	ZFIN:ZDB-GENE-070117-584	0.08	0.08	0.526315789474	0.4375	0.08	0.08	0.540935672515	0.452083333333
MGI:3687295	ZFIN:ZDB-GENE-070117-444	0.08	0.08	0.434782608696	0.411764705882	0.08	0.08	0.495169082126	0.439215686275
MGI:3687295	ZFIN:ZDB-GENE-070117-320	0.08	0.08	0.434782608696	0.411764705882	0.08	0.08	0.495169082126	0.439215686275
MGI:3687295	ZFIN:ZDB-GENE-070117-1038	0.08	0.08	0.185185185185	0.155555555556	0.08	0.08	0.185185185185	0.155555555556
MGI:3603271	ZFIN:ZDB-GENE-081022-87	0.08	0.08	0.21650821089	0.175101214575	0.11	0.11	0.22363872083	0.183704453441
MGI:3588346	ZFIN:ZDB-GENE-070117-480	0.08	0.08	0.535714285714	0.460227272727	0.08	0.08	0.589285714286	0.502840909091
MGI:3588346	ZFIN:ZDB-GENE-070117-245	0.08	0.08	0.232558139535	0.205882352941	0.08	0.08	0.232558139535	0.205882352941
MGI:3588346	ZFIN:ZDB-GENE-070117-2296	0.08	0.08	0.242145178765	0.221095334686	0.08	0.08	0.442501160811	0.38327494007
MGI:3528313	ZFIN:ZDB-GENE-070117-997	0.08	0.08	0.15923566879	0.160714285714	0.08	0.08	0.15923566879	0.160714285714
MGI:3528313	ZFIN:ZDB-GENE-041221-3	0.08	0.08	0.186206896552	0.176470588235	0.11	0.11	0.219726824899	0.206417112299
MGI:3528306	ZFIN:ZDB-GENE-990415-179	0.08	0.08	0.141361256545	0.134328358209	0.08	0.08	0.160680628272	0.152069839482
MGI:3528306	ZFIN:ZDB-GENE-070117-408	0.08	0.08	0.164021164021	0.152777777778	0.095	0.095	0.169601822886	0.15802154195
MGI:3528306	ZFIN:ZDB-GENE-070117-230	0.08	0.08	0.151079136691	0.142857142857	0.08	0.08	0.153897777301	0.144345238095
MGI:3528306	ZFIN:ZDB-GENE-070117-2069	0.08	0.08	0.15671641791	0.145833333333	0.135	0.135	0.17599134505	0.163080601093
MGI:3528306	ZFIN:ZDB-GENE-070117-1387	0.08	0.08	0.15923566879	0.160714285714	0.08	0.08	0.15923566879	0.160714285714
MGI:3511213	ZFIN:ZDB-GENE-070117-811	0.08	0.08	0.255319148936	0.242424242424	0.12	0.12	0.368400315209	0.345350052247
MGI:3511213	ZFIN:ZDB-GENE-070117-2358	0.08	0.08	0.233293377285	0.227142857143	0.12	0.12	0.357387429383	0.337709359606
MGI:3046770	ZFIN:ZDB-GENE-120309-3	0.08	0.06	0.0889276373147	0.245	0.08	0.07	0.118657367044	0.25212962963
MGI:3046770	ZFIN:ZDB-GENE-070117-408	0.08	0.04	0.139423076923	0.208333333333	0.09	0.07	0.143905086849	0.233796296296
MGI:3046770	ZFIN:ZDB-GENE-070117-2063	0.08	0.02	0.124183006536	0.188746438746	0.115	0.03	0.138311015463	0.21103988604
MGI:3043719	ZFIN:ZDB-GENE-070117-811	0.08	0.08	0.26582278481	0.233333333333	0.08	0.08	0.278072682728	0.241666666667
MGI:3043719	ZFIN:ZDB-GENE-070117-510	0.08	0.08	0.205479452055	0.166666666667	0.14	0.14	0.349116537622	0.342592592593
MGI:3043719	ZFIN:ZDB-GENE-070117-2128	0.08	0.08	0.358262108262	0.301948051948	0.12	0.12	0.401353276353	0.332792207792
MGI:3043719	ZFIN:ZDB-GENE-070117-1286	0.08	0.08	0.304347826087	0.27027027027	0.08	0.08	0.304347826087	0.27027027027
MGI:3040311	ZFIN:ZDB-GENE-070117-346	0.08	0.08	0.188034188034	0.166666666667	0.08	0.08	0.281517094017	0.241228070175
MGI:3040311	ZFIN:ZDB-GENE-070117-2069	0.08	0.08	0.233333333333	0.217391304348	0.105	0.105	0.263725490196	0.233695652174
MGI:3040311	ZFIN:ZDB-GENE-070117-2063	0.08	0.08	0.233333333333	0.217391304348	0.105	0.105	0.304166666667	0.266590389016
MGI:3036325	ZFIN:ZDB-GENE-070117-997	0.08	0.08	0.191304347826	0.19512195122	0.08	0.08	0.191304347826	0.19512195122
